Rank,Club,Country,Level,Elo,From,To
None,Darmstadt,FRG,2,1439.95336914,1964-07-01,1964-08-02
None,Darmstadt,FRG,2,1435.92578125,1964-08-03,1964-08-09
None,Darmstadt,FRG,2,1428.81689453,1964-08-10,1964-08-23
None,Darmstadt,FRG,2,1435.94775391,1964-08-24,1964-08-30
None,Darmstadt,FRG,2,1428.5435791,1964-08-31,1964-09-02
None,Darmstadt,FRG,2,1428.61767578,1964-09-03,1964-09-06
None,Darmstadt,FRG,2,1416.81188965,1964-09-07,1964-09-09
None,Darmstadt,FRG,2,1416.88586426,1964-09-10,1964-09-13
None,Darmstadt,FRG,2,1421.34387207,1964-09-14,1964-09-20
None,Darmstadt,FRG,2,1434.10998535,1964-09-21,1964-09-23
None,Darmstadt,FRG,2,1434.31604004,1964-09-24,1964-09-27
None,Darmstadt,FRG,2,1422.05163574,1964-09-28,1964-10-04
None,Darmstadt,FRG,2,1425.90197754,1964-10-05,1964-10-11
None,Darmstadt,FRG,2,1433.51782227,1964-10-12,1964-10-18
None,Darmstadt,FRG,2,1428.42663574,1964-10-19,1964-10-25
None,Darmstadt,FRG,2,1435.10253906,1964-10-26,1964-11-01
None,Darmstadt,FRG,2,1449.10009766,1964-11-02,1964-11-08
None,Darmstadt,FRG,2,1455.30029297,1964-11-09,1964-11-11
None,Darmstadt,FRG,2,1455.55102539,1964-11-12,1964-11-15
None,Darmstadt,FRG,2,1464.53662109,1964-11-16,1964-11-22
None,Darmstadt,FRG,2,1460.76672363,1964-11-23,1964-11-25
None,Darmstadt,FRG,2,1461.00085449,1964-11-26,1964-11-29
None,Darmstadt,FRG,2,1452.81408691,1964-11-30,1964-12-02
None,Darmstadt,FRG,2,1460.76708984,1964-12-03,1964-12-06
None,Darmstadt,FRG,2,1457.5447998,1964-12-07,1964-12-13
None,Darmstadt,FRG,2,1457.16101074,1964-12-14,1964-12-16
None,Darmstadt,FRG,2,1456.46313477,1964-12-17,1964-12-20
None,Darmstadt,FRG,2,1452.83679199,1964-12-21,1965-01-03
None,Darmstadt,FRG,2,1445.88146973,1965-01-04,1965-01-10
None,Darmstadt,FRG,2,1442.47338867,1965-01-11,1965-01-17
None,Darmstadt,FRG,2,1437.81066895,1965-01-18,1965-01-24
None,Darmstadt,FRG,2,1439.63024902,1965-01-25,1965-01-31
None,Darmstadt,FRG,2,1444.2578125,1965-02-01,1965-02-07
None,Darmstadt,FRG,2,1448.02209473,1965-02-08,1965-02-10
None,Darmstadt,FRG,2,1443.0234375,1965-02-11,1965-02-14
None,Darmstadt,FRG,2,1434.08789062,1965-02-15,1965-02-21
None,Darmstadt,FRG,2,1426.87792969,1965-02-22,1965-02-28
None,Darmstadt,FRG,2,1420.16882324,1965-03-01,1965-03-03
None,Darmstadt,FRG,2,1421.14526367,1965-03-04,1965-03-07
None,Darmstadt,FRG,2,1418.45043945,1965-03-08,1965-03-14
None,Darmstadt,FRG,2,1422.86022949,1965-03-15,1965-03-17
None,Darmstadt,FRG,2,1427.82116699,1965-03-18,1965-03-21
None,Darmstadt,FRG,2,1431.57543945,1965-03-22,1965-03-24
None,Darmstadt,FRG,2,1431.42028809,1965-03-25,1965-03-28
None,Darmstadt,FRG,2,1438.29431152,1965-03-29,1965-04-04
None,Darmstadt,FRG,2,1430.22705078,1965-04-05,1965-04-11
None,Darmstadt,FRG,2,1428.16760254,1965-04-12,1965-04-18
None,Darmstadt,FRG,2,1431.28356934,1965-04-19,1965-04-20
None,Darmstadt,FRG,2,1427.61901855,1965-04-21,1965-04-27
None,Darmstadt,FRG,2,1431.24047852,1965-04-28,1965-05-05
None,Darmstadt,FRG,2,1443.96179199,1965-05-06,1965-05-19
None,Darmstadt,FRG,2,1435.13635254,1965-05-20,1965-08-01
None,Darmstadt,FRG,2,1441.54248047,1965-08-02,1965-08-08
None,Darmstadt,FRG,2,1447.35119629,1965-08-09,1965-08-15
None,Darmstadt,FRG,2,1424.98974609,1965-08-16,1965-08-22
None,Darmstadt,FRG,2,1435.17114258,1965-08-23,1965-08-29
None,Darmstadt,FRG,2,1428.66796875,1965-08-30,1965-09-05
None,Darmstadt,FRG,2,1413.68359375,1965-09-06,1965-09-12
None,Darmstadt,FRG,2,1404.82861328,1965-09-13,1965-09-19
None,Darmstadt,FRG,2,1394.91491699,1965-09-20,1965-09-26
None,Darmstadt,FRG,2,1385.8729248,1965-09-27,1965-09-29
None,Darmstadt,FRG,2,1385.89025879,1965-09-30,1965-10-03
None,Darmstadt,FRG,2,1396.72521973,1965-10-04,1965-10-06
None,Darmstadt,FRG,2,1396.73937988,1965-10-07,1965-10-10
None,Darmstadt,FRG,2,1407.47192383,1965-10-11,1965-10-13
None,Darmstadt,FRG,2,1407.4934082,1965-10-14,1965-10-17
None,Darmstadt,FRG,2,1412.81567383,1965-10-18,1965-10-24
None,Darmstadt,FRG,2,1407.98803711,1965-10-25,1965-10-31
None,Darmstadt,FRG,2,1417.37817383,1965-11-01,1965-11-07
None,Darmstadt,FRG,2,1430.73608398,1965-11-08,1965-11-09
None,Darmstadt,FRG,2,1421.88952637,1965-11-10,1965-11-10
None,Darmstadt,FRG,2,1423.1262207,1965-11-11,1965-11-14
None,Darmstadt,FRG,2,1423.55529785,1965-11-15,1965-11-17
None,Darmstadt,FRG,2,1416.58398438,1965-11-18,1965-11-21
None,Darmstadt,FRG,2,1421.68115234,1965-11-22,1965-11-24
None,Darmstadt,FRG,2,1421.50317383,1965-11-25,1965-11-28
None,Darmstadt,FRG,2,1417.14331055,1965-11-29,1965-12-05
None,Darmstadt,FRG,2,1411.72436523,1965-12-06,1965-12-12
None,Darmstadt,FRG,2,1401.82250977,1965-12-13,1965-12-19
None,Darmstadt,FRG,2,1408.8651123,1965-12-20,1965-12-26
None,Darmstadt,FRG,2,1416.95422363,1965-12-27,1966-01-02
None,Darmstadt,FRG,2,1405.7923584,1966-01-03,1966-01-09
None,Darmstadt,FRG,2,1404.85644531,1966-01-10,1966-01-16
None,Darmstadt,FRG,2,1416.0201416,1966-01-17,1966-01-23
None,Darmstadt,FRG,2,1425.43762207,1966-01-24,1966-01-30
None,Darmstadt,FRG,2,1417.95117188,1966-01-31,1966-02-06
None,Darmstadt,FRG,2,1422.38476562,1966-02-07,1966-02-13
None,Darmstadt,FRG,2,1432.3236084,1966-02-14,1966-02-16
None,Darmstadt,FRG,2,1437.73352051,1966-02-17,1966-02-20
None,Darmstadt,FRG,2,1419.06799316,1966-02-21,1966-02-27
None,Darmstadt,FRG,2,1408.84265137,1966-02-28,1966-03-01
None,Darmstadt,FRG,2,1411.54455566,1966-03-02,1966-03-06
None,Darmstadt,FRG,2,1407.89746094,1966-03-07,1966-03-13
None,Darmstadt,FRG,2,1404.4909668,1966-03-14,1966-03-20
None,Darmstadt,FRG,2,1411.39233398,1966-03-21,1966-04-05
None,Darmstadt,FRG,2,1416.77441406,1966-04-06,1966-04-19
None,Darmstadt,FRG,2,1417.48950195,1966-04-20,1966-05-05
None,Darmstadt,FRG,2,1423.96228027,1966-05-06,1966-08-07
None,Darmstadt,FRG,2,1418.16442871,1966-08-08,1966-08-14
None,Darmstadt,FRG,2,1430.00158691,1966-08-15,1966-08-21
None,Darmstadt,FRG,2,1442.12341309,1966-08-22,1966-08-28
None,Darmstadt,FRG,2,1428.06677246,1966-08-29,1966-09-04
None,Darmstadt,FRG,2,1417.76965332,1966-09-05,1966-09-11
None,Darmstadt,FRG,2,1414.89575195,1966-09-12,1966-09-18
None,Darmstadt,FRG,2,1402.72314453,1966-09-19,1966-09-20
None,Darmstadt,FRG,2,1402.73474121,1966-09-21,1966-09-25
None,Darmstadt,FRG,2,1399.53552246,1966-09-26,1966-09-28
None,Darmstadt,FRG,2,1400.62719727,1966-09-29,1966-10-02
None,Darmstadt,FRG,2,1392.9720459,1966-10-03,1966-10-05
None,Darmstadt,FRG,2,1393.54455566,1966-10-06,1966-10-09
None,Darmstadt,FRG,2,1389.69482422,1966-10-10,1966-10-16
None,Darmstadt,FRG,2,1395.79309082,1966-10-17,1966-10-23
None,Darmstadt,FRG,2,1387.41064453,1966-10-24,1966-10-30
None,Darmstadt,FRG,2,1377.88684082,1966-10-31,1966-11-06
None,Darmstadt,FRG,2,1371.42590332,1966-11-07,1966-11-09
